elapsed_001,responsecode_001,elapsed_002,responsecode_002,elapsed_003,responsecode_003,elapsed_004,responsecode_004,elapsed_005,responsecode_005,elapsed_006,responsecode_006
1202,200,1654,200,1651,200,1043,200,1921,200,1976,200
1241,200,1427,200,1596,200,1291,200,2449,200,2084,200
1213,200,1695,200,1646,200,1503,200,2136,200,1861,200
1196,200,1271,200,1631,200,1224,200,2100,200,1924,200
1143,200,1662,200,1602,200,1211,200,1926,200,1842,200
1132,200,1682,200,1559,200,1193,200,2040,200,2115,200
1222,200,1568,200,1458,200,1214,200,2159,200,1901,200
1168,200,1349,200,1575,200,1225,200,2264,200,1852,200
1517,200,1582,200,1625,200,1204,200,2012,200,1885,200
1087,200,1479,200,1605,200,1133,200,2149,200,1866,200
1172,200,1474,200,1588,200,1066,200,1800,200,1907,200
1022,200,1334,200,1493,200,1196,200,2003,200,1857,200
1189,200,1500,200,1627,200,1212,200,2106,200,1959,200
1061,200,1375,200,1619,200,1232,200,1889,200,1952,200
1130,200,1449,200,1467,200,1462,200,2066,200,1922,200
1221,200,1328,200,1599,200,1158,200,1945,200,1976,200
1205,200,1658,200,1615,200,1196,200,1842,200,1893,200
1061,200,1307,200,1542,200,1131,200,2111,200,1792,200
1189,200,1555,200,1703,200,1186,200,1854,200,1931,200
1111,200,1344,200,1579,200,1187,200,1810,200,1855,200
1205,200,1566,200,1600,200,1181,200,1822,200,1747,200
1178,200,1410,200,1605,200,1133,200,1770,200,2003,200
1153,200,1572,200,1459,200,1298,200,1712,200,1902,200
1144,200,1370,200,1568,200,1196,200,1687,200,1875,200
1187,200,1351,200,1643,200,1249,200,1922,200,2258,200
1152,200,1356,200,1624,200,1207,200,1835,200,2054,200
1163,200,1561,200,1564,200,1211,200,1757,200,1963,200
1191,200,1467,200,1579,200,1251,200,1719,200,1970,200
1192,200,1364,200,1516,200,1173,200,1667,200,1825,200
1086,200,1543,200,1551,200,1164,200,1793,200,1801,200
1227,200,1690,200,1608,200,1198,200,1943,200,2218,200
1224,200,1399,200,1603,200,1261,200,1865,200,2116,200
1160,200,1369,200,1601,200,1183,200,1745,200,1866,200
1114,200,1623,200,1550,200,1168,200,2103,200,1962,200
1202,200,1610,200,1635,200,1121,200,2026,200,1882,200
1223,200,1408,200,1479,200,1129,200,1876,200,1841,200
1013,200,1599,200,1593,200,1147,200,2108,200,1835,200
1133,200,1440,200,1561,200,1046,200,1944,200,1775,200
1182,200,1593,200,1518,200,1201,200,2073,200,1886,200
1260,200,1384,200,1488,200,1215,200,2448,200,1859,200
1184,200,1554,200,1608,200,1286,200,2078,200,1908,200
1157,200,1361,200,1453,200,1185,200,2238,200,1858,200
1212,200,1678,200,1519,200,1149,200,1995,200,1920,200
1153,200,1600,200,1665,200,1133,200,1919,200,1845,200
1196,200,1427,200,1665,200,1146,200,1908,200,2168,200
1187,200,1325,200,1617,200,1151,200,1938,200,1830,200
1166,200,1264,200,1593,200,1085,200,1809,200,1903,200
1193,200,1428,200,1560,200,1089,200,2025,200,1797,200
1231,200,1645,200,1495,200,1196,200,2055,200,1859,200
1160,200,1248,200,1544,200,1066,200,1777,200,1714,200
1219,200,1608,200,1559,200,1178,200,1969,200,1880,200
1160,200,1680,200,1696,200,1225,200,1747,200,1739,200
1210,200,1644,200,1614,200,1181,200,1810,200,1798,200
1203,200,1422,200,1648,200,1285,200,1775,200,1844,200
1154,200,1389,200,1611,200,1212,200,1581,200,1984,200
1159,200,1411,200,1611,200,1072,200,1689,200,1863,200
1121,200,1752,200,1618,200,1170,200,1618,200,1692,200
1069,200,1501,200,1612,200,1169,200,1736,200,1945,200
1126,200,1405,200,1473,200,1527,200,1674,200,1972,200
1113,200,1700,200,1644,200,1118,200,1772,200,1944,200
1225,200,1649,200,1627,200,1222,200,1987,200,1927,200
1166,200,1239,200,1564,200,1212,200,1702,200,1834,200
1175,200,1351,200,1606,200,1197,200,1614,200,2013,200
1169,200,1682,200,1562,200,1232,200,1547,200,1992,200
1055,200,1634,200,1620,200,1264,200,1733,200,1901,200
1172,200,1408,200,1611,200,1255,200,1632,200,1841,200
1265,200,1347,200,1600,200,1197,200,1562,200,1840,200
1016,200,1634,200,1605,200,1286,200,1718,200,1900,200
1240,200,1331,200,1579,200,1276,200,1573,200,1819,200
1177,200,1479,200,1568,200,1287,200,1785,200,1959,200
1179,200,1662,200,1491,200,1190,200,1665,200,1891,200
1164,200,1384,200,1524,200,1313,200,1709,200,1907,200
1194,200,1438,200,1608,200,1232,200,1621,200,1831,200
1182,200,1363,200,1535,200,1244,200,1875,200,1888,200
1249,200,1648,200,1661,200,1118,200,1690,200,1972,200
1180,200,1339,200,1610,200,1225,200,1627,200,1857,200
1180,200,1667,200,1502,200,1220,200,1783,200,1963,200
1135,200,1598,200,1495,200,1293,200,1666,200,2078,200
1185,200,1400,200,1475,200,1289,200,1634,200,1873,200
1220,200,1247,200,1552,200,1121,200,1694,200,1877,200
1144,200,1610,200,1594,200,1334,200,1560,200,1845,200
1154,200,1628,200,1601,200,1170,200,1661,200,1833,200
1262,200,1594,200,1525,200,1323,200,1626,200,1747,200
1209,200,1324,200,2263,200,1126,200,1643,200,1913,200
1165,200,1637,200,1614,200,1259,200,1654,200,1916,200
1173,200,1302,200,1610,200,1271,200,1614,200,1877,200
1350,200,1648,200,1586,200,1299,200,1629,200,1873,200
1201,200,1451,200,1662,200,1209,200,1549,200,1882,200
1266,200,1339,200,1632,200,1296,200,1733,200,1986,200
1274,200,1654,200,1470,200,1188,200,1741,200,1909,200
1248,200,1337,200,1622,200,1188,200,1660,200,1873,200
1200,200,1659,200,1617,200,1218,200,1658,200,1896,200
1205,200,1283,200,1573,200,1224,200,1774,200,2185,200
1157,200,1491,200,1618,200,1186,200,1707,200,1958,200
1209,200,1307,200,1431,200,1204,200,1627,200,2191,200
1248,200,1519,200,1596,200,1075,200,1718,200,1838,200
1260,200,1376,200,1658,200,1240,200,1673,200,1778,200
1164,200,1416,200,1613,200,1262,200,1593,200,1823,200
1223,200,1307,200,1554,200,1188,200,1632,200,1973,200
1247,200,1537,200,1501,200,1072,200,1683,200,1876,200
1209,200,1279,200,1518,200,1242,200,1568,200,1818,200
1153,200,1571,200,1626,200,1613,200,1686,200,1785,200
1060,200,1926,200,1612,200,1230,200,1678,200,1778,200
1218,200,1406,200,1960,200,1175,200,1750,200,1861,200
1174,200,1655,200,1668,200,1167,200,1711,200,1871,200
1214,200,1347,200,1610,200,1134,200,1580,200,1821,200
1196,200,1374,200,1576,200,1350,200,1841,200,1866,200
1187,200,1638,200,1582,200,1243,200,1795,200,1931,200
1430,200,1354,200,1583,200,1191,200,1791,200,1871,200
1161,200,1395,200,1611,200,1214,200,1744,200,1883,200
1474,200,1649,200,1449,200,1114,200,1649,200,1861,200
1165,200,1561,200,1618,200,1270,200,1727,200,1913,200
1156,200,1588,200,1604,200,1118,200,1706,200,1854,200
1254,200,1494,200,1522,200,1243,200,1845,200,2114,200
1075,200,1389,200,2314,200,1246,200,1834,200,1745,200
1214,200,1673,200,1589,200,1229,200,1812,200,2054,200
1533,200,1453,200,1569,200,1132,200,1907,200,2005,200
1147,200,1386,200,1628,200,1225,200,1833,200,1870,200
1136,200,1647,200,1589,200,1189,200,1755,200,1906,200
1138,200,1348,200,1656,200,1271,200,1859,200,1852,200
1158,200,1618,200,1616,200,1131,200,1829,200,1841,200
1087,200,1580,200,1588,200,1290,200,1795,200,2018,200
1140,200,1609,200,1544,200,1184,200,1716,200,1941,200
1074,200,1351,200,1715,200,1240,200,1617,200,1880,200
1205,200,1300,200,1616,200,1243,200,1572,200,1924,200
1185,200,1562,200,1571,200,1145,200,1810,200,1986,200
1207,200,1670,200,1488,200,1283,200,1684,200,1883,200
1143,200,1368,200,1642,200,1287,200,1661,200,1874,200
1204,200,1531,200,1622,200,1200,200,1660,200,1737,200
1284,200,1232,200,1630,200,1224,200,1729,200,1894,200
1176,200,1663,200,1578,200,1111,200,1675,200,1733,200
1152,200,1515,200,1618,200,1220,200,1716,200,1905,200
1208,200,1454,200,1587,200,1224,200,1585,200,1857,200
1146,200,1452,200,1590,200,1223,200,1719,200,1858,200
1214,200,1596,200,1592,200,1090,200,1664,200,1916,200
1188,200,1275,200,1624,200,1242,200,1618,200,1881,200
1088,200,1601,200,1585,200,1275,200,1675,200,1823,200
1208,200,1635,200,1575,200,1214,200,1582,200,1927,200
1175,200,1361,200,1553,200,1219,200,1667,200,1893,200
1210,200,1584,200,1640,200,1214,200,1665,200,1795,200
1160,200,1360,200,1616,200,1269,200,1584,200,1858,200
1093,200,1353,200,1637,200,1257,200,1724,200,1745,200
1111,200,1407,200,1504,200,1158,200,1569,200,1869,200
1187,200,1558,200,1658,200,1231,200,1706,200,1753,200
1189,200,1410,200,1565,200,1234,200,1633,200,1948,200
1177,200,1354,200,1650,200,1210,200,1826,200,1933,200
1202,200,1608,200,1614,200,1184,200,1661,200,1841,200
1171,200,1361,200,1569,200,1214,200,1785,200,1817,200
1221,200,1399,200,1576,200,1251,200,1694,200,1769,200
1257,200,1341,200,1466,200,1223,200,1770,200,1871,200
1188,200,1597,200,1580,200,1348,200,1579,200,2117,200
1090,200,1387,200,1590,200,1201,200,1754,200,1860,200
1212,200,1567,200,1574,200,1235,200,1873,200,1854,200
1235,200,1616,200,1637,200,1190,200,1716,200,1976,200
1233,200,1409,200,1488,200,1259,200,1879,200,1821,200
1141,200,1638,200,1608,200,1266,200,1712,200,1909,200
1272,200,1696,200,1599,200,1267,200,1711,200,2013,200
1245,200,1275,200,1668,200,1209,200,1639,200,1822,200
1206,200,1392,200,1660,200,1238,200,1692,200,1741,200
1223,200,1719,200,1662,200,1287,200,1587,200,2161,200
1203,200,1688,200,1472,200,1209,200,1738,200,1910,200
1187,200,1372,200,1631,200,1135,200,1566,200,1867,200
1197,200,1617,200,1466,200,1190,200,1735,200,1847,200
1205,200,1638,200,1452,200,1824,200,1672,200,1793,200
1199,200,1597,200,1612,200,1628,200,1753,200,1886,200
1161,200,1581,200,1582,200,1223,200,1711,200,1865,200
1251,200,1411,200,1622,200,1269,200,1679,200,1858,200
1194,200,1568,200,1486,200,1165,200,1698,200,1842,200
1170,200,1375,200,1609,200,1848,200,1689,200,1883,200
1298,200,1337,200,1580,200,2062,200,1671,200,1831,200
1145,200,1339,200,1625,200,1302,200,1731,200,2289,200
1192,200,1597,200,1612,200,1263,200,2041,200,1912,200
1087,200,1377,200,1586,200,1300,200,1695,200,1851,200
1207,200,1554,200,1608,200,1264,200,1698,200,1832,200
1175,200,1234,200,1569,200,1260,200,1569,200,1752,200
1156,200,1614,200,1440,200,1819,200,1716,200,1831,200
1097,200,1609,200,1606,200,1316,200,1599,200,1921,200
1306,200,1629,200,1583,200,1310,200,1634,200,1897,200
1081,200,1353,200,1604,200,1258,200,1681,200,1982,200
1246,200,1616,200,1591,200,1151,200,1632,200,2043,200
1218,200,1562,200,1612,200,1340,200,1656,200,1947,200
1193,200,1472,200,1564,200,1331,200,1633,200,2280,200
1230,200,1239,200,1487,200,2264,200,1611,200,1793,200
1173,200,1687,200,1624,200,1266,200,1715,200,1999,200
1126,200,1626,200,1553,200,1351,200,1730,200,1981,200
1224,200,1607,200,1606,200,1317,200,1827,200,1849,200
1170,200,1669,200,1468,200,1782,200,1762,200,1954,200
1199,200,1405,200,1604,200,1308,200,1628,200,2007,200
1187,200,1637,200,1583,200,1271,200,1739,200,2123,200
1130,200,1626,200,1619,200,1308,200,1652,200,1955,200
1023,200,1327,200,1592,200,1439,200,1799,200,2081,200
1187,200,1564,200,1567,200,2131,200,1671,200,1882,200
1211,200,1359,200,1630,200,2126,200,1766,200,2060,200
1185,200,1416,200,1607,200,1611,200,1576,200,2012,200
1206,200,1327,200,1640,200,2368,200,1702,200,1881,200
1162,200,1609,200,1617,200,1392,200,1736,200,1966,200
1071,200,1575,200,1474,200,1624,200,1775,200,1913,200
1144,200,1633,200,1625,200,1587,200,1693,200,2027,200
1134,200,1436,200,1592,200,1817,200,1600,200,2136,200
1190,200,1675,200,1547,200,1418,200,1705,200,1878,200
1198,200,1334,200,1617,200,1548,200,1769,200,1904,200
1194,200,1609,200,1619,200,1446,200,1608,200,1746,200
1070,200,1249,200,1637,200,1386,200,1748,200,1916,200
1205,200,1382,200,1572,200,1355,200,1646,200,1915,200
1204,200,1642,200,1724,200,1187,200,1772,200,1936,200
1223,200,1212,200,1553,200,1352,200,1917,200,1932,200
1228,200,1671,200,1636,200,2906,200,1645,200,1838,200
1168,200,1581,200,1601,200,1169,200,1779,200,1854,200
1233,200,1641,200,1621,200,1323,200,1848,200,2021,200
1192,200,1522,200,1589,200,1299,200,1770,200,1939,200
1195,200,1333,200,1641,200,1245,200,1742,200,1803,200
1215,200,1442,200,1596,200,1141,200,1783,200,1911,200
1216,200,1304,200,1605,200,1244,200,1726,200,1871,200
1068,200,1798,200,1605,200,1238,200,1690,200,2029,200
1182,200,1370,200,1594,200,1251,200,1750,200,1856,200
1235,200,1579,200,1574,200,1227,200,1920,200,2008,200
1171,200,1348,200,1562,200,1112,200,1748,200,1784,200
1152,200,1480,200,1570,200,1229,200,1740,200,1921,200
1202,200,1648,200,1598,200,1303,200,1764,200,1893,200
1176,200,1424,200,1565,200,1314,200,1750,200,1882,200
1107,200,1335,200,1600,200,1295,200,1753,200,1835,200
1084,200,1380,200,1539,200,1269,200,1842,200,1719,200
1216,200,1607,200,1587,200,1097,200,1658,200,1854,200
1466,200,1563,200,1582,200,1318,200,1762,200,1825,200
1154,200,1555,200,1647,200,1170,200,1648,200,1858,200
1234,200,1546,200,1478,200,1237,200,1674,200,1839,200
1182,200,1342,200,1612,200,1224,200,1623,200,1888,200
1141,200,1622,200,1587,200,1220,200,1666,200,1715,200
1092,200,1607,200,1583,200,1120,200,1667,200,1948,200
1219,200,1337,200,1571,200,1247,200,1589,200,1841,200
1159,200,1345,200,1572,200,1299,200,1688,200,1737,200
1168,200,1560,200,1631,200,1210,200,1663,200,1878,200
1174,200,1395,200,1608,200,1098,200,1648,200,1843,200
1076,200,1605,200,1588,200,1243,200,1702,200,1879,200
1193,200,1262,200,1710,200,1273,200,1622,200,1900,200
1316,200,1281,200,1573,200,1286,200,1634,200,1925,200
1180,200,1617,200,1544,200,1235,200,1731,200,1740,200
1166,200,1589,200,1604,200,1286,200,1576,200,2038,200
1203,200,1482,200,1597,200,1266,200,1695,200,2409,200
1157,200,1377,200,1592,200,1268,200,1722,200,2058,200
1229,200,1370,200,1659,200,1296,200,1673,200,1846,200
1145,200,1349,200,1620,200,1215,200,1769,200,1990,200
1446,200,1624,200,1601,200,1313,200,1733,200,1891,200
1037,200,1638,200,1548,200,1127,200,1671,200,1857,200
1231,200,1324,200,1476,200,1250,200,1668,200,1861,200
1059,200,1640,200,1599,200,1235,200,1763,200,2055,200
1215,200,1203,200,1696,200,1384,200,1754,200,2019,200
1127,200,1636,200,1622,200,1265,200,1674,200,1855,200
1202,200,1902,200,1560,200,1261,200,1643,200,1717,200
1178,200,1399,200,1625,200,1273,200,1650,200,1873,200
1207,200,1618,200,1621,200,1234,200,2206,200,1789,200
1107,200,1517,200,1583,200,1109,200,1630,200,1896,200
1148,200,1567,200,1625,200,1250,200,1531,200,1799,200
1169,200,1608,200,1639,200,1299,200,1680,200,1786,200
1162,200,1559,200,1591,200,1318,200,1538,200,1775,200
1206,200,1477,200,1598,200,1242,200,1553,200,1874,200
1233,200,1583,200,1601,200,1162,200,1723,200,1718,200
1258,200,1339,200,1622,200,1278,200,1534,200,1857,200
1229,200,1592,200,1500,200,1239,200,1654,200,1732,200
1157,200,1238,200,1622,200,1219,200,1691,200,1974,200
1261,200,1360,200,1603,200,1308,200,1619,200,1828,200
1293,200,1614,200,1634,200,1248,200,1541,200,1938,200
1187,200,1373,200,1593,200,1333,200,1660,200,1840,200
1158,200,1561,200,1585,200,1275,200,1490,200,1868,200
1202,200,1681,200,1547,200,1294,200,1592,200,1955,200
1096,200,1601,200,1472,200,1247,200,1643,200,1904,200
1111,200,1605,200,1613,200,1246,200,1653,200,1855,200
1148,200,1301,200,1586,200,1153,200,1596,200,1959,200
1241,200,1749,200,1613,200,1631,200,1488,200,1895,200
1051,200,1616,200,1640,200,1245,200,1646,200,2143,200
1212,200,1920,200,1597,200,1208,200,1779,200,1907,200
1242,200,1624,200,1600,200,1238,200,1685,200,2094,200
1160,200,1772,200,1496,200,1327,200,1730,200,1918,200
1164,200,1899,200,1610,200,1257,200,1658,200,1895,200
1178,200,1385,200,1605,200,1270,200,1628,200,2247,200
1189,200,1561,200,1577,200,1632,200,1666,200,2114,200
1173,200,1692,200,1582,200,1177,200,1966,200,1960,200
1210,200,1990,200,1518,200,1342,200,1705,200,1943,200
1122,200,1413,200,1510,200,1198,200,1664,200,1811,200
1219,200,1382,200,1602,200,1320,200,1682,200,1943,200
1167,200,1359,200,1631,200,1808,200,1625,200,1935,200
1065,200,1409,200,1600,200,1229,200,1739,200,1812,200
1178,200,1310,200,1676,200,1185,200,1799,200,1933,200
1249,200,1658,200,1580,200,1590,200,1712,200,1823,200
1187,200,1386,200,1590,200,1330,200,1674,200,1950,200
1182,200,1764,200,1590,200,1243,200,2002,200,1918,200
1196,200,1402,200,1607,200,1207,200,1786,200,1872,200
1212,200,1430,200,1537,200,1277,200,1625,200,1799,200
1176,200,1408,200,1597,200,1391,200,1788,200,1923,200
1156,200,1602,200,1533,200,1375,200,1768,200,1924,200
1183,200,1528,200,1459,200,1293,200,1675,200,1884,200
1055,200,1559,200,1602,200,1325,200,1694,200,1988,200
1209,200,1415,200,1581,200,1295,200,1707,200,1941,200
1179,200,1388,200,1609,200,1333,200,1723,200,1929,200
1161,200,1639,200,1609,200,1690,200,1688,200,2051,200
1154,200,1646,200,1574,200,1377,200,1655,200,1965,200
1195,200,1618,200,1481,200,1294,200,1537,200,1819,200
1155,200,1631,200,1478,200,1152,200,1743,200,1946,200
1048,200,1580,200,1614,200,1261,200,1647,200,1992,200
1114,200,1451,200,1614,200,1171,200,1632,200,1888,200
1288,200,1447,200,1600,200,1182,200,1688,200,1891,200
1166,200,1383,200,1461,200,1300,200,1666,200,1903,200
1155,200,1323,200,1578,200,1209,200,1773,200,1911,200
1175,200,1880,200,1562,200,1227,200,1673,200,1877,200
1116,200,1545,200,1596,200,1126,200,1557,200,1886,200
1191,200,1573,200,1606,200,1155,200,1680,200,1889,200
1480,200,1375,200,1674,200,1180,200,1649,200,1879,200
1205,200,1560,200,1474,200,1569,200,1718,200,1863,200
1187,200,1322,200,1654,200,1319,200,1565,200,1864,200
1237,200,1584,200,1628,200,1325,200,1700,200,1987,200
1210,200,1394,200,1572,200,1350,200,1650,200,1828,200
1183,200,1390,200,1649,200,1261,200,1659,200,1976,200
1158,200,1373,200,1596,200,1476,200,1637,200,1893,200
1170,200,1485,200,1634,200,1372,200,2033,200,1909,200
1161,200,1612,200,1613,200,1410,200,1764,200,1940,200
1166,200,1540,200,1584,200,1255,200,1689,200,1859,200
1154,200,1407,200,1615,200,1294,200,1660,200,1852,200
1047,200,1555,200,1633,200,1270,200,1658,200,1873,200
1181,200,1359,200,1577,200,1226,200,1689,200,1875,200
1221,200,1298,200,1633,200,1231,200,1620,200,1929,200
1149,200,1591,200,1583,200,1283,200,1552,200,1883,200
1197,200,1398,200,1420,200,1190,200,1689,200,1824,200
1238,200,1572,200,1639,200,1209,200,1550,200,1884,200
1078,200,1384,200,1582,200,1182,200,1657,200,2366,200
1194,200,1383,200,1587,200,1147,200,1620,200,1914,200
1185,200,1357,200,1579,200,1258,200,1766,200,1853,200
1237,200,1636,200,1480,200,1294,200,1724,200,1881,200
1057,200,1328,200,1490,200,1368,200,1576,200,1994,200
1245,200,1260,200,1484,200,1375,200,1736,200,1927,200
1029,200,1638,200,1572,200,1371,200,1622,200,1853,200
1035,200,1550,200,1448,200,1482,200,1595,200,1751,200
1164,200,1513,200,1651,200,1457,200,1743,200,2025,200
1231,200,1378,200,1692,200,1567,200,1654,200,1828,200
1140,200,1578,200,1620,200,1404,200,1722,200,1871,200
1126,200,1300,200,1626,200,1428,200,1720,200,1993,200
1087,200,1603,200,1594,200,1436,200,1720,200,1856,200
1199,200,1664,200,1635,200,1395,200,1786,200,1998,200
1075,200,1601,200,1659,200,1317,200,1580,200,1909,200
1191,200,1398,200,1597,200,1512,200,1729,200,1874,200
1194,200,1585,200,1635,200,1396,200,1641,200,1847,200
1155,200,1594,200,1618,200,1192,200,1633,200,1757,200
1171,200,1564,200,1628,200,1331,200,1650,200,1964,200
1154,200,1621,200,1563,200,1266,200,1709,200,1886,200
1155,200,1601,200,1581,200,1374,200,1701,200,1850,200
1151,200,1605,200,1624,200,1369,200,1670,200,1913,200
1231,200,1303,200,1575,200,1387,200,1692,200,1851,200
1086,200,1570,200,1553,200,1321,200,1684,200,1915,200
1215,200,1588,200,1911,200,1273,200,1512,200,1993,200
1171,200,1390,200,1597,200,1285,200,1668,200,1943,200
1079,200,1335,200,1639,200,1357,200,1705,200,1918,200
1204,200,1230,200,1596,200,1305,200,1692,200,1981,200
1177,200,1588,200,1433,200,1272,200,1636,200,1907,200
1076,200,1632,200,1589,200,1318,200,1906,200,1859,200
1024,200,1401,200,1589,200,1290,200,1718,200,1894,200
1039,200,1662,200,1646,200,2243,200,1704,200,2056,200
1186,200,1572,200,1620,200,1223,200,1691,200,1872,200
1250,200,1242,200,1575,200,1335,200,1720,200,1954,200
1156,200,1360,200,1620,200,1364,200,1625,200,1905,200
1158,200,1584,200,1464,200,1212,200,1624,200,1891,200
1196,200,1571,200,1586,200,1336,200,1682,200,1882,200
1150,200,1327,200,1574,200,1278,200,1643,200,1858,200
1210,200,1348,200,1541,200,2321,200,1649,200,2923,200
1156,200,1541,200,1579,200,1278,200,1609,200,1910,200
1268,200,1436,200,1573,200,1353,200,1630,200,1911,200
1164,200,1348,200,1637,200,1219,200,1560,200,1748,200
1160,200,1519,200,1536,200,1328,200,1671,200,1918,200
1183,200,1338,200,1612,200,1322,200,1597,200,1878,200
1158,200,1373,200,1574,200,1227,200,1685,200,1840,200
1054,200,1252,200,1631,200,1303,200,1680,200,1926,200
1182,200,1631,200,1639,200,1247,200,1586,200,1794,200
1160,200,1340,200,1688,200,1194,200,1599,200,1759,200
1206,200,1574,200,1616,200,1251,200,1542,200,1835,200
1205,200,1600,200,1589,200,1235,200,1898,200,1864,200
1215,200,1392,200,1597,200,1188,200,1491,200,1876,200
1155,200,1379,200,1576,200,1135,200,1615,200,1689,200
1176,200,1600,200,1649,200,1255,200,1687,200,1821,200
1169,200,1385,200,1594,200,1270,200,1606,200,1990,200
1173,200,1596,200,1511,200,1213,200,1588,200,1900,200
1134,200,1345,200,1489,200,1320,200,1611,200,1808,200
1146,200,1553,200,1614,200,1270,200,1600,200,2623,200
1149,200,1612,200,1589,200,1281,200,1622,200,1876,200
1160,200,1292,200,1523,200,1202,200,1621,200,1982,200
1160,200,1263,200,1529,200,1285,200,1663,200,1862,200
1258,200,1613,200,1583,200,1096,200,1775,200,1982,200
1201,200,1553,200,1592,200,1214,200,1629,200,1970,200
1218,200,1193,200,1728,200,1227,200,1657,200,1861,200
1201,200,1468,200,1685,200,1132,200,1609,200,1886,200
1213,200,1255,200,1604,200,1274,200,1826,200,2046,200
1200,200,1666,200,1613,200,1219,200,1696,200,1819,200
1205,200,1622,200,1580,200,1164,200,1648,200,1722,200
1177,200,1259,200,1597,200,1294,200,1721,200,2948,200
1186,200,1686,200,1624,200,1212,200,1629,200,1826,200
1240,200,1364,200,1599,200,1223,200,1600,200,1781,200
1213,200,1589,200,1589,200,1237,200,1690,200,1821,200
1056,200,1372,200,1508,200,1083,200,1513,200,1910,200
1275,200,1587,200,1610,200,1284,200,1716,200,1840,200
1049,200,1276,200,1568,200,1268,200,1631,200,1965,200
1211,200,1595,200,1612,200,1309,200,1678,200,1889,200
1195,200,1296,200,1528,200,1128,200,1628,200,1811,200
1197,200,1259,200,1560,200,1265,200,1534,200,1945,200
1212,200,1653,200,1607,200,1302,200,1646,200,2327,200
1188,200,1621,200,1588,200,1259,200,1684,200,2099,200
1101,200,1656,200,1619,200,1247,200,1616,200,1944,200
1143,200,1616,200,1466,200,1264,200,1634,200,1877,200
1258,200,1603,200,1622,200,1221,200,1946,200,2054,200
1057,200,1675,200,1580,200,1313,200,1663,200,2197,200
1291,200,1385,200,1563,200,1150,200,1624,200,2092,200
1170,200,1489,200,1775,200,1323,200,1538,200,1980,200
1177,200,1631,200,1588,200,1140,200,1715,200,1857,200
1208,200,1434,200,1561,200,1251,200,1742,200,1818,200
1226,200,1396,200,1580,200,1314,200,1689,200,2242,200
1059,200,1633,200,1579,200,1234,200,1779,200,1952,200
1191,200,1363,200,1621,200,1305,200,1717,200,1853,200
1095,200,1655,200,1620,200,1213,200,1669,200,1971,200
1215,200,1688,200,1621,200,1251,200,1682,200,1850,200
1152,200,1566,200,1599,200,1231,200,1688,200,1876,200
1142,200,1254,200,1582,200,1242,200,1651,200,1835,200
1206,200,1637,200,1633,200,1225,200,1688,200,1870,200
1205,200,1459,200,1650,200,1265,200,1626,200,1757,200
1269,200,1636,200,1623,200,1377,200,1750,200,1990,200
1201,200,1397,200,1482,200,1226,200,1705,200,1874,200
1175,200,1588,200,1622,200,1223,200,1707,200,1787,200
1090,200,1431,200,1663,200,1226,200,1657,200,1873,200
1281,200,1674,200,1577,200,1336,200,1715,200,1840,200
1176,200,1429,200,1579,200,1254,200,1628,200,1899,200
1197,200,1610,200,1570,200,1154,200,1659,200,1833,200
1186,200,1328,200,1630,200,1283,200,1799,200,1837,200
1148,200,1330,200,1647,200,1082,200,1691,200,1979,200
1171,200,1588,200,1599,200,1293,200,1591,200,1771,200
1213,200,1395,200,1490,200,1256,200,1770,200,1954,200
1191,200,1377,200,1617,200,1261,200,1700,200,1999,200
1076,200,1625,200,1614,200,1124,200,1700,200,1943,200
1210,200,1386,200,1492,200,1324,200,1698,200,1923,200
1228,200,1642,200,1659,200,1232,200,1691,200,1817,200
1169,200,1627,200,1584,200,1216,200,1680,200,1920,200
1051,200,1475,200,1623,200,1317,200,1631,200,1830,200
1188,200,1350,200,1688,200,1359,200,1537,200,1791,200
1085,200,1567,200,1684,200,1158,200,1663,200,1904,200
1252,200,1428,200,1677,200,1303,200,1564,200,1856,200
1176,200,1325,200,1637,200,1237,200,1664,200,1824,200
1189,200,1233,200,1631,200,1256,200,1522,200,1857,200
1142,200,1529,200,1582,200,1233,200,1636,200,1850,200
1255,200,1624,200,1593,200,1188,200,1555,200,1858,200
1522,200,1415,200,1461,200,1260,200,1548,200,1836,200
1209,200,1555,200,1586,200,1351,200,1701,200,2109,200
1146,200,1252,200,1584,200,1244,200,1591,200,1985,200
1129,200,1331,200,1518,200,1214,200,1805,200,1872,200
1118,200,1657,200,1604,200,1257,200,1573,200,1810,200
1148,200,1350,200,1582,200,1268,200,1542,200,1857,200
1218,200,1496,200,1520,200,1277,200,1682,200,1861,200
1202,200,1612,200,1594,200,1136,200,1749,200,1900,200
1191,200,1408,200,1644,200,1240,200,1714,200,2074,200
1234,200,1547,200,1645,200,1106,200,1941,200,1843,200
1203,200,1361,200,1570,200,1259,200,1860,200,2024,200
1206,200,1351,200,1592,200,1255,200,2600,200,1920,200
1179,200,1482,200,1624,200,1204,200,1813,200,2025,200
1251,200,1638,200,1644,200,1282,200,1718,200,1968,200
1203,200,1348,200,1565,200,1288,200,1622,200,1863,200
1273,200,1455,200,1671,200,1198,200,1963,200,2012,200
1153,200,1606,200,1618,200,1193,200,2087,200,1967,200
1269,200,1359,200,1611,200,1214,200,1713,200,2168,200
1114,200,1589,200,1599,200,1127,200,2530,200,1878,200
1273,200,1298,200,1585,200,1240,200,1578,200,1905,200
